object_id,ra,dec,z,angdisp,Z_dir,Z_dir_e,Z_j19,Z_j19_e,R23,R23_e,mean_vel_disp,sterr_vel_disp,zcluster,name,oiii5007_flux,oiii5007_flux_err,oiii5007_ew,oiii5007_ew_err,oiii5007_centroid,oiii5007_fwhm,oiii5007_vel_disp,oiii4959_flux,oiii4959_flux_err,oiii4959_ew,oiii4959_ew_err,oiii4959_centroid,oiii4959_fwhm,oiii4959_vel_disp,oii3726_flux,oii3726_flux_err,oii3726_ew,oii3726_ew_err,oii3726_centroid,oii3726_fwhm,oii3726_vel_disp,oii3729_flux,oii3729_flux_err,oii3729_ew,oii3729_ew_err,oii3729_centroid,oii3729_fwhm,oii3729_vel_disp,halpha_flux,halpha_flux_err,halpha_ew,halpha_ew_err,halpha_centroid,halpha_fwhm,halpha_vel_disp,hbeta_flux,hbeta_flux_err,hbeta_ew,hbeta_ew_err,hbeta_centroid,hbeta_fwhm,hbeta_vel_disp,hgamma_flux,hgamma_flux_err,hgamma_ew,hgamma_ew_err,hgamma_centroid,hgamma_fwhm,hgamma_vel_disp,hdelta_flux,hdelta_flux_err,hdelta_ew,hdelta_ew_err,hdelta_centroid,hdelta_fwhm,hdelta_vel_disp,hepsilon_flux,hepsilon_flux_err,hepsilon_ew,hepsilon_ew_err,hepsilon_centroid,hepsilon_fwhm,hepsilon_vel_disp,hzeta_flux,hzeta_flux_err,hzeta_ew,hzeta_ew_err,hzeta_centroid,hzeta_fwhm,hzeta_vel_disp,heta_flux,heta_flux_err,heta_ew,heta_ew_err,heta_centroid,heta_fwhm,heta_vel_disp,oiii4363_flux,oiii4363_flux_err,oiii4363_ew,oiii4363_ew_err,oiii4363_centroid,oiii4363_fwhm,oiii4363_vel_disp,neiii_flux,neiii_flux_err,neiii_ew,neiii_ew_err,neiii_centroid,neiii_fwhm,neiii_vel_disp,nii6583_flux,nii6583_flux_err,nii6583_ew,nii6583_ew_err,nii6583_centroid,nii6583_fwhm,nii6583_vel_disp,nii6548_flux,nii6548_flux_err,nii6548_ew,nii6548_ew_err,nii6548_centroid,nii6548_fwhm,nii6548_vel_disp,sii6716_flux,sii6716_flux_err,sii6716_ew,sii6716_ew_err,sii6716_centroid,sii6716_fwhm,sii6716_vel_disp,sii6731_flux,sii6731_flux_err,sii6731_ew,sii6731_ew_err,sii6731_centroid,sii6731_fwhm,sii6731_vel_disp,heii4686_flux,heii4686_flux_err,heii4686_ew,heii4686_ew_err,heii4686_centroid,heii4686_fwhm,heii4686_vel_disp,hei5876_flux,hei5876_flux_err,hei5876_ew,hei5876_ew_err,hei5876_centroid,hei5876_fwhm,hei5876_vel_disp
28d07m28pt35s-28d53m18pt439s,28.124541666666662,-28.888455277777776,0.3685089804926993,26.18756698942221,nan,nan,8.133519441277883,0.002970077208688108,11.062827619803281,2.277642553607944,717.2840511320709,242.072037707888,0.4127,macs0152m28,4124.469894464831,87.899338157534,35.219154485348156,2.0501406651496796,5006.835951321285,2.000851928624639,47.66104780419961,1185.2825861364677,136.72975380269563,5.898970866095592,1.8880619600846873,4958.900222500991,1.6770166740703585,39.12405443693391,1761.464896696335,1068.6135356727189,29.998235596428906,91.72048342399984,3725.300846892047,5.449503026807009,184.65485291083476,2884.5577145722427,1618.3931634975047,49.243829643832576,138.90878074330303,3728.766711514383,5.449503026807009,184.51668935249157,2409.7560001934326,91.49395579602738,63.31686753934771,4.604669611344828,6562.862095216828,2.366618061539567,43.85526060839941,899.9304186976847,58.14714682619922,4.662283398242799,0.8640358545901632,4861.291255179796,1.6162030419126105,38.149781443959014,600.5554351085995,70.56643893370732,3.3179934957215136,1.3813076414718766,4339.663904696218,2.3957658854377697,67.20386066728452,747.4638775732506,84.47612922023943,3.0707116672825743,1.4202910013225902,4058.2273676000696,1.3324708823848732,35.190735525521816,0.0,32.71336265265871,nan,nan,3970.08,1.0,22.900702702093618,-253.035025563081,136.4450908242689,-3.187394320044474,1.7187514120759795,3891.3185564567484,2.3587505859056854,73.73622723705216,20247.346799826166,1058.4136374261313,1078.0037980085483,267.3501985366362,3814.4822490652386,95.16018000953247,3158.6086438053494,3020.605530593098,265.39134845403953,25.178236779512964,7.855902076485672,4334.72451174346,26.949654962763418,786.0741606426784,0.0,33.63647854922169,nan,nan,3868.75,1.0,23.500516131444996,16479.50444285229,1012.5037075384025,301.7093030996087,35.52997370737657,6558.619944413261,57.64719215197869,1114.6937749271326,-39.018083390832736,nan,-0.7508309701201424,nan,5835.137210987227,195.32893254484173,3797.6486283063655,0.0,22.81231881336289,nan,nan,6716.44,1.0,13.536579167464883,-3288.955661458354,1467.2711758906723,-55.34767665990941,24.69174381620964,6688.981597777423,69.68428151669619,1317.9772563542447,-2919.8685238374173,761.2704335742109,-38.28174003812418,9.98084557536767,4705.743656559349,83.94276600254084,2280.6494035287496,11215.764268676727,1656.1234557803537,195.80669127710226,62.27291876315711,5920.134632324306,84.61260602378556,1833.2828982212877
28d08m00pt3s-28d52m56pt898s,28.133416666666665,-28.882471666666667,0.4354015023467077,15.836703873235557,8.33715504740109,0.013633164730196084,8.051093147442437,7.12269276274501e-05,6.798130660677642,0.09931989570420913,165.345170438167,105.26536578831966,0.4127,macs0152m28,13715.122046288898,254.40887123949216,27.941671986776676,1.4157003577181038,5006.8422950735,2.376472433789942,57.74627677810042,2813.239145795496,366.9786244189458,3.802521995507325,1.3762728506492583,4958.901416435786,1.749775846769201,41.170696578095644,16674.304063285155,136.53989441048452,25.24058553816234,1.0411862970903503,3725.9821394290025,2.2568716468864163,73.30933379552935,23036.66799975226,174.47466509379984,34.93864731293074,1.3304582610776006,3728.7357349488243,2.2568716468864163,73.25448184738237,0.0,91.21732788742612,nan,nan,6562.8,1.0,13.853480493619768,8272.764391015078,96.08038506125034,19.00698806793486,0.6331653897232302,4861.250557910342,2.203902569470531,54.72789534730517,3273.794977342133,128.10598026689777,4.474414562496697,0.6201062854259631,4340.4383015869,1.7180127939097487,46.018571775875984,1672.017249550395,139.3342626220415,2.4327496405000675,0.8101272383121252,4101.474100356636,1.830906895050889,52.51065314402256,776.7383704388541,76.35292581943362,1.1356575921566934,0.4806413273088995,3970.065335769345,1.6986244736235219,49.630191805007925,2602.3531372087477,172.45858393455214,4.5540578511828755,1.3651116325585404,3888.942931010722,2.888961375503348,91.75331772128874,-1760.5493808728338,1089.4177342072617,-10.224330413310987,6.326756291910111,3800.1883730851628,63.09883895609885,2094.3388892025655,563.8083242129668,186.80577646016766,0.9648132828197729,1.1192495070951598,4365.100506544538,3.2559154577352163,92.77983718354668,4089.8436592655326,181.4074749638438,6.343259571228887,1.2893846960717754,3868.1911679092136,8.87659766990234,291.195224279906,0.0,91.21732788742612,nan,nan,6583.45,1.0,13.810026928666252,0.0,nan,nan,nan,6548.05,0.0,nan,0.0,91.21732788742612,nan,nan,6716.44,1.0,13.536579167464883,0.0,91.21732788742612,nan,nan,6730.82,1.0,13.507659064352907,-112.89444555756302,2545983.009751419,-0.6558993301745177,14791.768917277685,4685.302142920172,0.5596876271958433,nan,1522.860511225407,214.79411064218652,9.784478395627657,3.0002481245188677,5875.8832862485715,3.234158651135085,68.41512321244299
28d07m25pt59s-28d53m23pt342s,28.123775,-28.88981722222222,0.5581220294942004,30.45113887447951,nan,nan,8.084343137501465,0.0001185753847284617,8.284624250594687,0.3606826651943159,10571.70888126472,10103.181995291037,0.4127,macs0152m28,4906.425886181013,87.33625090496346,79.77300169785484,3.878549197394955,5006.85874675271,2.6019458255904206,63.72110652340212,1334.3069179908805,238.23686828265673,6.056703835136806,3.000560040236874,4958.803718309222,2.0301155601496212,48.9228731852628,4681.556175716309,131.01084309632134,27.564025405669526,3.884809381937964,3726.3351571041376,2.2426971663159163,72.79972823106945,5396.804761978341,147.15832936745883,31.83428267124022,4.363623995127724,3728.994460709217,2.2426971663159163,72.74525758304549,0.0,45.45340262550775,nan,nan,6562.8,1.0,13.853480493619768,1969.8049360168782,76.49057123437613,19.579070644362748,2.180532816618072,4861.474346585688,2.3970109492163107,60.0373574343959,1040.4614118754002,49.37594099495095,8.701269076501804,1.462390636932627,4340.539405585193,2.2819705220214774,63.70566990739107,470.87994481553505,53.44093642546506,2.5537200578092394,1.1575742608132926,4102.435315210293,2.058819597641117,60.09501693407364,767.5802196492255,72.96933822684178,18.996077741131316,7.77726218802358,3969.585510414729,2.294765711017223,70.07991902798123,-123531146555.95517,2180707755713332.8,-1620736627.8075333,28611026714850.62,17030.445742009208,6030.024211847082,197395.56389385098,52.922054900863664,41948197.18473489,0.2737165165234124,1015458.1076365272,3835.261768343919,0.35078920423503474,nan,-4283.099263556639,1017.3511760065725,-66.10519893251357,15.70176120977771,4391.287084597725,91.95630077149639,2683.0315005156604,2165.0132330917245,104.8207300006048,16.55541351363608,3.6665561513317715,3871.064454738692,5.746701787685068,187.70028172116625,0.0,45.45340262550775,nan,nan,6583.45,1.0,13.810026928666252,0.0,45.45340262550775,nan,nan,6548.05,1.0,13.88468655302385,0.0,45.45340262550775,nan,nan,6716.44,1.0,13.536579167464883,0.0,45.45340262550775,nan,nan,6730.82,1.0,13.507659064352907,-74.69439599757138,7666793.097216678,-3.1317688254164433,321451.47292658815,4686.056087168952,0.46760446909525866,nan,0.0,37.793365840119215,nan,nan,5875.62,1.0,15.473706908126772
28d07m06pt405s-28d53m28pt324s,28.118445833333332,-28.891201111111112,0.6380614410088494,50.12698630822702,nan,nan,8.108935424875682,0.00011060102576963848,15.73974646157564,2.0649675796771447,540.6443355101051,318.7970490278024,0.4127,macs0152m28,8559.87899909655,143.29330736792102,181.97782706842744,8.320730414218172,5006.854281480534,2.935528124222689,72.48916364088525,804.3574841839227,333.4914115688062,1.5356812043105952,1.766560595737784,4958.948452708462,1.6960187462940832,39.660265267997445,4640.619986437576,105.68488688333046,25.902586825144905,2.9711331623571473,3726.2295813863743,2.5449107278925487,83.59988622036269,6677.091624790059,146.28876767421565,37.3425014158118,4.112635417749385,3729.030630614138,2.5449107278925487,83.5373346135394,0.0,52.19793622544882,nan,nan,6562.8,1.0,13.853480493619768,1313.9949963614424,170.45423979429742,7.11778499204144,2.648668775960458,4860.927913248915,1.8866881687017802,45.88262118436621,1531.1053884320518,47.96720833702636,11.647931248704102,1.2922938406246853,4340.629116482257,2.3887985206253637,66.99014701121605,332.20900061011326,42.40533906379128,1.6266267635007152,0.8294411348862455,4102.1099475211495,1.723058688582979,48.868403419856755,-4644.52906159605,700.6016157699713,-57.617499030413846,8.691282233781733,4002.210118219826,67.45600693229903,2163.0221434906216,50384.7690182263,8215.872136215301,1146.9727005996062,871.9494407575941,3841.317993439038,189.55969354811117,6205.279847731461,-91.91610996590595,54.15233031367139,-1.8573111709862329,1.094233949454836,3835.0538090692617,1.017796893957684,24.525227557989496,9061.061634036474,451.3231117753786,107.46536233518181,18.949324327333667,4341.397030112006,62.03192172575596,1809.8577643762405,1182.2283615427787,89.77602711943611,3.795656563006993,1.320315787249465,3868.8805722560132,2.679344231309767,85.10776657231253,0.0,52.19793622544882,nan,nan,6583.45,1.0,13.810026928666252,0.0,52.19793622544882,nan,nan,6548.05,1.0,13.88468655302385,0.0,52.19793622544882,nan,nan,6716.44,1.0,13.536579167464883,0.0,52.19793622544882,nan,nan,6730.82,1.0,13.507659064352907,48.31125393674805,2.4735081294350147e+17,0.6239706610075536,9771088997211102.0,4685.8381982441415,0.24839325350576735,nan,0.0,52.19793622544882,nan,nan,5875.62,1.0,15.473706908126772
STACK,0.0,0.0,0.5000234883356143,nan,nan,nan,8.188819612018822,0.000783861153426563,14.866845737085503,4.1899077301291,881.0887197206207,293.321015822443,0.4127,macs0152m28,4272.582223637376,134.20148635922777,5.608447128551364,0.48116749946420917,5006.839578733408,1.9867263409060936,47.27745371560229,1187.203162663159,169.6263128639901,1.3903564782501125,0.5511514225046025,4959.055013563275,1.4038904501834408,31.242145476384845,1507.3083325479458,449.9448174714037,1.243749886774682,1.868504722841812,3727.3444951678703,2.25063000282855,73.08497455357887,1158.4183877814303,414.9379636502481,0.957484420128098,1.723130292118828,3729.7722384129333,2.25063000282855,73.03029047684562,1943.876976092002,155.31019082380584,4.488534174908812,0.6868906063173085,6562.975544587349,1.9477362990041163,35.25921012667093,546.5525270340793,147.71579455909446,0.5108507802597034,0.39604144384080814,4861.0410161408145,1.0834255408601203,21.655882490570807,-9767.989680206561,9488.488825812225,-32.7887432559353,31.850527506882965,4394.754325372875,113.40208916342155,3326.135994428469,400.99997280480716,202.42969820404338,0.3063341252603442,0.6176301237277206,4102.471338951425,2.0254587186336814,58.99277381909222,1921.8711542345616,273.2939119840699,1.7491553266935231,1.0725317265529135,3967.5265851292684,5.830716153620579,185.62356928274826,-1304.5149246894055,1789.015751324779,-5.061230464239215,6.940986914170118,3880.343054071061,10.667157647151138,348.44155300323024,-977.4697384775692,868.9854778407972,-4.361694490534072,3.877612801554062,3803.353658040197,36.36908958127051,1206.9917098931446,-11362.296105016476,3022.1582218602257,-33.42085095018067,8.88932118535976,4350.863628102916,120.27697483029775,3509.3929888862303,15.052554859709796,nan,0.010893978385404655,nan,3868.850069491784,0.24236000100310207,nan,16698.16039801535,1920.0820533822944,60.247021605551616,13.24411095429525,6574.785217772319,89.85579957661925,1737.5702485880868,-16161.585336090884,7997.885738951718,-53.5278425705668,26.489330089169254,6568.208611780056,155.4103559495203,3021.5274326698077,-83.70982500199122,124810847.66371137,-0.4511007253703783,672588.4794748133,6715.504095163576,0.5154649477158136,nan,83.23569782238162,1260417878824.108,0.2209225109312028,6243853075.238386,6730.799703586396,0.34238947619931154,nan,-5178.951442910102,1963.8033505514595,-15.277255147210633,5.792972800776759,4715.956100438982,79.70900004639074,2165.613580958927,270.3347854953776,118.86149940868157,0.6311470263753051,0.603322407706607,5875.640974930066,1.0777877662379827,17.75714660178356
34d19m21pt9s-52d45m27pt982s,34.32274999999999,-52.75777277777778,0.2900081476727334,39.75504501315917,nan,nan,nan,nan,nan,nan,364.99048409467395,140.23845318718475,0.3432,macs0217m52,3938.778575461771,124.1709699340371,21.272057338970654,1.831711639258494,5006.822866680797,3.610496031448324,90.06299730808178,-9.393903014778017,1.5841122489153068e+18,-0.05695437694076935,9604328041207078.0,4958.637297656504,0.34125655220090917,nan,5285.2436347551975,499.1757309352896,13.976486047529542,6.651774537681027,3725.5409109678344,3.339680615178397,111.57472840552708,10873.206060761344,988.9842243727834,28.816653827503476,13.178725795673552,3728.683995556346,3.339680615178397,111.49124529498503,4535.426061237951,236.58633359282095,28.10228277321446,2.8080939201150503,6562.302570931455,3.532391717658218,67.16505818240452,1614.0577520648874,117.04387256718725,4.639474721794451,0.9648770000422559,4861.555792266803,2.265936264355872,56.43854691081017,-63.86390560899577,6155200053.944928,-0.7345413996029522,70795063.64897323,4336.2393923457585,0.37527427531248003,nan,-1954.5852684919782,1502.529957953296,-20.47260487117427,15.737713075067187,4060.7704339757865,46.42878866578957,1440.9001848930184,1701.9280427814235,246.54943809530187,7.891040396374465,4.92443829624039,3969.144509498029,3.24359186639183,101.56250770453694,0.0,59.94779787337007,nan,nan,3889.06,1.0,23.37778840736009,0.0,50.41879517156368,nan,nan,3835.4,1.0,23.704860453545347,-73.55634735211922,9894179.145032076,-0.5519382635989696,74242.0777217781,4363.081788334052,0.5926347786022949,nan,25710.87623224996,1767.7187623017128,88.59737696085232,27.261221460277238,3906.07735803082,53.586404992611925,1763.233696611566,0.0,67.20599619464977,nan,nan,6583.45,1.0,13.810026928666252,-2497.4402080953787,715.0450588584638,-23.50805566609161,6.730619212793005,6518.953411890153,41.63048676572858,809.2842305830924,1134.8272729831087,199.7266232326347,7.338907765632427,2.4161979581869812,6715.617095916085,6.176853032182203,116.32799814593027,581.1301072161375,106.26203796084806,3.459338299631178,1.1806069975749938,6730.803118492012,2.609560611781263,47.54960307606865,-267.91675502461686,2339392.308900563,-2.598103994929336,22686.09330873336,4685.661816398596,0.6367171550952678,nan,-3070.5074113650617,1013.5653759972454,-31.7096762084073,10.467269927427656,5912.592266858888,65.9251748598479,1428.3547567038645
34d19m22pt71s-52d46m02pt865s,34.32297499999999,-52.7674625,0.3349215989090131,47.179511707927695,nan,nan,8.125306581214536,0.00011204580456216905,8.321632472557459,0.29600740415280996,378.48093786675815,252.47043505805343,0.3432,macs0217m52,10863.150479679862,196.15220893597836,56.08585298370465,2.766158319198654,5006.842873122633,2.3221505100872877,56.29928562277712,2859.395993434939,388.3560998820169,7.769817183091549,2.9280432958472415,4958.816801178602,1.9373163415433767,46.37652886001086,4967.583728490226,218.71801663137916,18.318215475614032,4.062512231340703,3726.1305088267372,1.9971894387885933,63.91077131876517,8719.259669224948,332.47433890879796,32.211341412441335,6.175444936940442,3728.740801964811,1.9971894387885933,63.8629516192411,7783.11135580771,191.90569684870385,83.88594699889062,3.9618168128653846,6562.705598254296,2.614395502618477,48.86431416973875,3293.7515519002895,93.30721087643963,22.644112024669123,1.8398861239054571,4861.306690951995,2.3069214203910846,57.566024102944134,1605.745696729017,92.41580819411429,14.856662464873112,3.028253799948593,4340.489708256271,1.6870928405117345,45.02366835056825,81064.39335754115,9755.745939308652,506.43679065099394,237.2773928784701,4150.227317682982,165.72855903982122,5143.862962785887,0.0,56.790316760564274,nan,nan,3970.08,1.0,22.900702702093618,-133.71877185821802,132.17799087458204,-7.278125952449395,7.194263395919697,3888.793050879386,1.42462370646282,40.61772697523715,-860.1077316453868,408.24534127968025,-11.051425116675208,5.245497339912325,3834.2063761285467,12.136377446952396,402.17752265514304,-244.66213653438228,131.4878447773138,-6.661377639569951,3.5799989384616286,4359.658943971222,2.6822283817890358,75.55012249128481,1959.4995543665254,163.85441201101207,44.9239117921554,17.2086148966321,3868.7952000242826,1.693078937875803,50.72974862384333,4830.4526500730835,1301.3795973602187,173.4571821396589,89.0162353618794,6597.7474364801055,67.47888992074685,1304.8301945932017,8129.046696589253,184.60127135988589,141.98409678860912,6.175964859744612,6562.712992670568,2.7141096012628636,50.983690759585485,1109.967900600884,104.32741959560093,44.08908259632663,7.751182318460642,6716.323313146234,2.704480895468872,49.516535489145326,351.177309349178,123.62405255942974,2.398931024904354,1.5761678397627061,6730.793576802105,1.5894447531296814,26.99103728602258,88.73975590866226,5680419710.645374,0.6327478888683827,123892267.02638166,4685.613222947544,0.40130934934298584,nan,305.572702449755,63.480564139083434,2.888611568725025,1.304713183230341,5875.424159457973,1.142150889844249,19.554968929674793
34d17m58pt905s-52d45m18pt335s,34.29969583333333,-52.755093055555555,0.33888145653085044,48.09804621811701,nan,nan,8.056822046086916,0.002652851772388195,7.3201702362627925,0.5002832851498855,140.42208721345236,84.05949360470686,0.3432,macs0217m52,6024.0841599436,122.03801669049855,88.58218235851928,4.901594099803073,5006.838865581874,2.819819042669823,69.45584968229308,0.0,57.69660831596594,nan,nan,4958.91,1.0,18.334194769319836,4506.133370124305,462.49889794994965,199.70035627367466,103.24928924778531,3726.0335590917794,3.060590553677191,101.80169040493108,6579.530968831025,684.0685906926577,292.20579459726406,152.7130034229712,3729.065902542587,3.060590553677191,101.7255197353279,4245.623777699266,92.47941146710824,40.835585047175876,1.7037543830313686,6562.790831747857,2.841289859618491,53.41857241995891,2337.342977918785,111.59060369093743,26.17450864955156,3.584187855653163,4861.334634027814,2.8502757796135834,72.357908006002,0.0,56.16243564551448,nan,nan,4340.46,1.0,20.94654063936261,359.51841715589546,116.69994036420691,1.3587057289415827,1.7624107447223547,4101.501255509082,1.0864545883841348,25.789393824936532,-125.25249478182826,27066103.94240921,-1.7833338462967225,385364.7732283433,3970.278625799406,0.5542035551106758,nan,304.6273734495957,3490509300527.1475,1.3515080681447007,70053275175.53893,3888.7996183066866,0.3402180759877647,nan,-263.13249591029984,134.29985909496628,-8.86228305949126,4.523209351364628,3833.7853331278993,2.0478162706425573,63.87949994732967,-2282.450851714493,1338.1773031620894,-37.42392305120255,21.94125861890329,4327.10573083829,54.79656818428357,1598.7287477695559,636.4558087397044,157.26235337659134,2.114139274938778,2.3940194240347954,3868.1330105425313,1.7970853990045363,54.46646979822914,0.0,34.66378384305435,nan,nan,6583.45,1.0,13.810026928666252,-592.8783089721553,681.2410673370259,-9.75535574071476,11.209296843020487,6547.200157835444,10.315964861348132,200.10534847677627,486.39051029758855,99.3532624232659,4.466958024297889,1.7065587223746523,6716.8835475046735,1.9367797884982272,34.23000477428547,526.2448393027496,77.48427383620108,7.213671122768327,1.9822943510715791,6731.13427353749,2.596457487945096,47.29228497788632,-68.36011009038981,1355808.8030332578,-2.004862840397745,39763.11162008581,4686.340927925915,0.5951179116409415,nan,169.90349056472039,87.71858046867125,1.2335387957262218,1.3849246783851998,5874.511570793257,2.4669427521603917,51.25551768728095
34d19m12pt345s-52d46m02pt383s,34.320095833333326,-52.76732861111111,0.3393521284276051,38.596280053896706,8.31501139596378,0.15148600400690043,8.080278422431347,0.00015321635435921102,10.057610501724414,0.5482549951721877,2440.850771984876,1492.856673896106,0.3432,macs0217m52,4958.872600394594,105.12869640959691,131.72751910594474,7.627853856574838,5006.834131578579,2.108088837768291,50.561472708695206,1257.0648563935058,207.7549640335694,6.19480795445616,2.8408893067705923,4958.664803931309,1.6171081848676543,37.424860738554656,4146.437866194379,257.93260996128345,166.971366385144,52.32383354431843,3725.9515192833037,2.31796186671552,75.50185926250141,6389.625324162022,355.83113988401954,257.8293751461744,72.18338672249008,3728.8881594993227,2.31796186671552,75.44536680983747,4325.076615109487,186.94774073382214,645.4545894064528,53.43917468938826,6562.74780481152,2.4783610679885664,46.11958564336032,1665.6044340027197,76.14663503070436,14.586924415874458,1.9126883021890846,4861.3704154102525,2.0339754178907468,50.01256073026161,21215.373359412144,1254.9095036922329,653.1941740936725,136.86364866297964,4340.0844489507435,100.34434067491894,2943.130617868806,0.0,47.32290644168478,nan,nan,4101.73,1.0,22.16567686891332,-2188785859.683052,847302182871.5076,-19087019.604949016,7388787397.469034,2129.6056114088733,954.5142978880756,30608.781564520876,17.235725096711715,nan,0.050513211648710345,nan,3889.1176966080666,0.2144941889854583,nan,82622.42347298205,6565.695441170783,266.24159396936057,98.56666239403442,3842.4335344389974,160.80653564462395,5337.672161013749,1082.2514772601387,104.25214568687784,10.619816660863085,3.5836115932522086,4363.993515660008,3.222163506730568,91.77118276429118,-4593.619125228321,999.4670529366324,-74.05413955452437,16.112496617716374,3900.661688290747,49.16458573462235,1617.7100093531885,17149.59903131476,2762.3612398332175,335.07351723351405,103.07195660123394,6581.500142785574,106.9876443541726,2068.8726902037843,-32896.436989675,399333.3627047307,-399.36073769945654,4847.882655736252,6714.715569781603,279.75053500577053,5439.018776856634,530.8699281017721,107.56113086974494,4.741082630834932,1.796743594612695,6716.438331956254,1.7440664880687604,30.27920203082882,634.6018727046619,86.04187441250622,44.044620885519706,11.145827570499723,6730.751018100328,2.1133523577356526,37.71657869399537,-357.80034579540376,154.07538875553746,-8.910056628182792,3.836833739691573,4684.878743435532,6.204492068371105,167.500013218758,-288.25906622290654,139.1441654274532,-6.616418291787499,3.193779864040053,5869.050636273756,5.460131386400047,117.33126041049611
34d19m20pt58s-52d45m42pt851s,34.32238333333333,-52.76190305555556,0.4697201422546915,37.82286135393621,nan,nan,7.933915412276448,0.0033024293178270546,5.930347919711954,0.1163608277865316,298.66073261447565,143.48717153451284,0.3432,macs0217m52,6810.525259522564,126.74357314959066,11.793538050146068,0.5994819322182261,5006.840370416158,2.844133297450097,70.09389282493501,0.0,91.98639093222883,nan,nan,4958.91,1.0,18.334194769319836,10265.405842876526,253.68118238225725,16.20727087555568,2.0175482170126635,3726.0324640793137,2.475001515978619,81.11253307902517,16420.01351242897,373.39913753427686,25.97649964574532,2.969675389762125,3728.913749354286,2.475001515978619,81.05184257444452,0.0,68.27848484521724,nan,nan,6562.8,1.0,13.853480493619768,5648.22588291835,76.0956116432067,11.673552527192083,0.4510654228758302,4861.454097235577,2.674932625378405,67.61087735096127,1667.9946983556251,124.05614148510455,2.047139470781054,0.539180123689564,4340.679576908993,1.9598536457962086,53.6928107887224,0.0,58.02426089651866,nan,nan,4101.73,1.0,22.16567686891332,-6378.01167102757,625.2257034643845,-26.39737122639184,2.587689682288134,3959.4026440296484,63.15555805847533,2025.1100069052306,11940.64881829367,446.1374641954509,15.562947638124013,2.6756298158971523,3861.7660015527713,27.52561217887233,900.7719240457677,-261.73119831616685,191.48369977563615,-1.6555752015695433,1.2112261239501956,3837.6105507370335,4.879157677217528,160.2806191236384,10617.48367111691,737.7899028986267,18.254295175499763,4.440717300205518,4365.338994589551,76.85221461085158,2242.3078324237713,1933.4423839616884,201.11723283699504,2.057974590514903,0.9808837062233708,3868.4168437238345,4.904038929489582,159.72623279802647,0.0,68.27848484521724,nan,nan,6583.45,1.0,13.810026928666252,0.0,68.27848484521724,nan,nan,6548.05,1.0,13.88468655302385,0.0,68.27848484521724,nan,nan,6716.44,1.0,13.536579167464883,0.0,68.27848484521724,nan,nan,6730.82,1.0,13.507659064352907,294.3509976480425,30509414.49953633,0.4783040384405884,151470.03646938052,4688.594505395924,0.4916555649858755,nan,367.72961170526264,72.69537917980306,0.9052909225359594,0.38901016767681146,5876.561526748685,1.2471164817162683,22.36377652962891
